Brand,Characteristics,Price,Image
lenovo :  ,(140 822 сом),"Ноутбук Intel Core i5 8265U, 16 ГБ, 512 Гб, 14'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
lenovo :  ,(149 733 сом),"Ноутбук Intel Core i7 8565U, 512 Гб, 15.6'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
lenovo :  ,(142 786 сом),"Ноутбук Intel Core i7 8565U, 8 ГБ, 512 Гб, 13.3'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(74 941 сом),"Ноутбук Intel Core i5 10210U, 8 ГБ, 256 Гб, 15.6'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(93 435 сом),"Ноутбук Intel Core i5 8265U, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(104 250 сом),"Ноутбук Intel Core i7 8565U, 8 ГБ, 512 Гб, 14'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(83 701 сом),"Ноутбук Intel Core i5 10210U, 8 ГБ, 512 Гб, 14'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
lenovo :  ,(194 792 сом),"Ноутбук Intel Core i7 8565U, 16 ГБ, 512 Гб, 14'', 3840х1600, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
lenovo :  ,(162 254 сом),"Ноутбук Intel Core i5 8265U, 16 ГБ, 512 Гб, 14'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(142 299 сом),"Ноутбук Intel Core i7 1065G7, 16 ГБ, 1024 Гб, 13.5"", 2256х1504, Intel Iris Plus Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(129 595 сом),"Ноутбук Intel Core i7 1065G7, 16 ГБ, 1024 Гб, 13.5"", 2256х1504, NVIDIA GeForce MX350, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(115 631 сом),"Ноутбук Intel Core i7 10510U, 16 ГБ, 512 Гб, 14'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(120 577 сом),"Ноутбук Intel Core i7 10510U, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(118 789 сом),"Ноутбук Intel Core i5 10210U, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Dell :  ,(125 460 сом),"Ноутбук 16 ГБ, 512 Гб, 13.3'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
Dell :  ,(151 741 сом),"Ноутбук Intel Core i5 8265U, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
Dell :  ,(93 298 сом),"Ноутбук Intel Core i5 8265U, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
Dell :  ,(178 023 сом),"Ноутбук Intel Core i7 8665U, 16 ГБ, 512 Гб, 14'', 1920x1080, Intel UHD Graphics 620, Windows", //static.wbstatic.net/i/blank.gif
Dell :  ,(168 299 сом),"Ноутбук Intel Core i7 1065G7, 16 ГБ, 512 Гб, 13.4'', 1920x1200, Intel Iris Plus Graphics G7, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(164 006 сом),"Ноутбук Intel Core i7 10510U, 16 ГБ, 1024 Гб, 14'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(155 732 сом),"Ноутбук Intel Core i7 10510U, 16 ГБ, 512 Гб, 14'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(143 857 сом),"Ноутбук Intel Core i7 10510U, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(132 663 сом),"Ноутбук Intel Core i5 10210U, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Asus :  ,(80 792 сом),"Ноутбук Intel Core i5 10210U, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel UHD Graphics 620, Windows",//images.wbstatic.net/c246x328/new/14250000/14254320-1.jpg
Acer :  ,(46 345 сом),"Ноутбук AMD Ryzen 5 3500U, 4 ГБ, 256 Гб, 15.6'', 1920x1080, AMD Radeon Vega 8",//images.wbstatic.net/c246x328/new/16950000/16954306-1.jpg
Acer :  ,(52 173 сом),"Ноутбук AMD Ryzen 5 3500U, 4 ГБ, 256 Гб, 15.6'', 1920x1080, AMD Radeon Vega 8, Windows",//images.wbstatic.net/c246x328/new/16950000/16954307-1.jpg
Acer :  ,(44 834 сом),"Ноутбук AMD Ryzen 3 3250U, 4 ГБ, 256 Гб, 15.6'', 1920x1080, AMD Radeon Graphics, Windows",//images.wbstatic.net/c246x328/new/17310000/17319026-1.jpg
lenovo :  ,(97 969 сом),"Ноутбук Intel Core i5 1135G7, 16 ГБ, 512 Гб, 14'', 1920x1080, Intel Iris Xe, Windows",//images.wbstatic.net/c246x328/new/18560000/18561308-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064145-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064146-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064147-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064148-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064149-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064150-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064151-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064152-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064153-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064154-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064155-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064156-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064157-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064158-1.jpg
wildberries :  ,(43 516 сом),"Ноутбук Intel Core i5 8265U, 256 Гб, NVIDIA GeForce MX230, Linux",//images.wbstatic.net/c246x328/new/19060000/19064159-1.jpg
lenovo :  ,(179 369 сом),"Ноутбук Intel Core i5 1135G7, 16 ГБ, 1024 Гб, 14'', 1920x1080, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
lenovo :  ,(185 140 сом),"Ноутбук Intel Core i7 10750H, 16 ГБ, 512 Гб, 15.6"", 1920x1080, NVIDIA GeForce GTX 1650Ti, Windows", //static.wbstatic.net/i/blank.gif
MSI :  ,(114 276 сом),"Ноутбук Intel Core i5 10300H, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce GTX 1660Ti, Windows 10 Home", //static.wbstatic.net/i/blank.gif
MSI :  ,(85 336 сом),"Ноутбук Intel Core i7 1165G7, 8 ГБ, 512 Гб, 14'', 1920x1080, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Asus :  ,(79 646 сом),"Ноутбук Intel Core i5-1135G7, 8 ГБ, 256 Гб, 14'', 1920x1080, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(51 108 сом),"Ноутбук AMD Ryzen 5 3500U, 4 ГБ, 512 Гб, 15.6"", 1920x1080, AMD Radeon Vega 8, noOS", //static.wbstatic.net/i/blank.gif
lenovo :  ,(98 015 сом),"Ноутбук Intel Core i7-10750H, 8, 512 Гб, 15.6"", 1920x1080, NVIDIA GeForce GTX 1650 Ti", //static.wbstatic.net/i/blank.gif
Acer :  ,(99 871 сом),"Ноутбук 16 ГБ, Windows 10 Home", //static.wbstatic.net/i/blank.gif
MSI :  ,(92 787 сом),"Ноутбук Intel Core i5 1135G7, 16 ГБ, 512 Гб, 14, 1920 x 1080, NVIDIA GeForce MX 450, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(44 277 сом),Ноутбук 4 ГБ, //static.wbstatic.net/i/blank.gif
Acer :  ,(59 516 сом),"Ноутбук Intel Core i5 1035G1, 4 ГБ, 256 Гб, 15.6, 1920 x 1080, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(59 193 сом),"Ноутбук Intel Core i3 1005G1, 4 ГБ, 1 Тб, 15.6, 1920 x 1080, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Honor :  ,(103 896 сом),"Ноутбук 8 ГБ, 512 Гб, 14'', 1920x1080, Intel Iris Xe Graphics G7 80EUs, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Honor :  ,(85 933 сом),"Ноутбук Intel Core i5-1135G7, 16 ГБ, 512 Гб, 1920x1080, Intel Iris Xe Graphics G7 80EUs, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Honor :  ,(107 399 сом),"Ноутбук Intel Core i7-1165G7, 16 ГБ, 512 Гб, 14'', 1920x1080, Intel Iris Xe Graphics G7 96EUs, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(40 085 сом),"Ноутбук 256 Гб, 15.6""", //static.wbstatic.net/i/blank.gif
Acer :  ,(109 558 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(129 154 сом),"Ноутбук Intel Core i7 1165G7, 16 ГБ, 512 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(100 603 сом),"Ноутбук Intel Core i7 1165G7, 16 ГБ, 512 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(102 815 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 256 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(100 603 сом),"Ноутбук Intel Core i7 1165G7, 16 ГБ, 512 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(93 438 сом),"Ноутбук Intel Core i5 10210U, 16 ГБ, 512 Гб, 14"", 1920 x 1080, NVIDIA GeForce MX230, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(83 114 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 256 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(81 428 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 1ТБ, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(81 112 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(81 112 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(68 258 сом),"Ноутбук Intel Core i3 1115G4, 8 ГБ, 256 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(68 258 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 256 Гб, 14"", 1920x1080 FHD, Intel Iris Xe Graphics", //static.wbstatic.net/i/blank.gif
Acer :  ,(66 467 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 1ТБ, 14"", 1920x1080 FHD, Intel Iris Xe Graphics", //static.wbstatic.net/i/blank.gif
Acer :  ,(53 403 сом),"Ноутбук Intel Core i3 1115G4, 8 ГБ, 256 Гб, 14"", 1920x1080 FHD, Intel UHD Graphics", //static.wbstatic.net/i/blank.gif
Acer :  ,(63 623 сом),"Ноутбук Intel Core i3 10110U, 8 ГБ, 256 Гб, 14"", 1920x1080 FHD, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Acer :  ,(73 210 сом),"Ноутбук Intel Core i7, 8 ГБ, 512 Гб, 15.6 "", 1920 x 1080 (FHD), GeForce MX330, Windows 10", //static.wbstatic.net/i/blank.gif
Acer :  ,(35 145 сом),"Ноутбук Intel Pentium N5030, 8 GB, 128 Гб, 15.6"", 1920 x 1080, noOS", //static.wbstatic.net/i/blank.gif
lenovo :  ,(62 423 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 14"", 1920 x 1080, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(104 788 сом),"Ноутбук 8 ГБ, 512 Гб, 14''", //static.wbstatic.net/i/blank.gif
MSI :  ,(70 851 сом),"Ноутбук AMD Ryzen 7 4700U, 8 ГБ, 256 Гб, 14'', 1920 x 1080, AMD Radeon Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
MSI :  ,(51 120 сом),"Ноутбук Intel Core i3 10110U Comet Lake, 8 ГБ, 256 Гб, 15.6 "", 1920х1080, Intel UHD Graphics, Free DOS", //static.wbstatic.net/i/blank.gif
Acer :  ,(72 352 сом),"Ноутбук Ryzen 5 4500U, 12 ГБ, 512 Гб, 15,6"", 1920 х 1080, Windows 10", //static.wbstatic.net/i/blank.gif
lenovo :  ,(67 100 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 14"", 1920 x 1080, Intel Iris Xe Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Клайд :  ,(4 134 сом),Ноутбук, //static.wbstatic.net/i/blank.gif
Asus :  ,(42 892 сом),"Ноутбук Intel Pentium Gold, 4 GB, 256 Гб, 15.6"", 1366 x 768, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(78 882 сом),"Ноутбук Intel Core i3, 8 GB, 256 Гб, 14'', 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
MSI :  ,(127 274 сом),"Ноутбук Intel Core i5 11400H, 8 ГБ, 512 Гб, 15.6 "", 1920х1080, NVIDIA GeForce RTX, Free DOS", //static.wbstatic.net/i/blank.gif
MSI :  ,(124 010 сом),"Ноутбук Intel Core i5 11400H, 8 ГБ, 512 Гб, 15.6 "", 1920х1080, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(81 581 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 15.6 "", 1920х1080, Free DOS", //static.wbstatic.net/i/blank.gif
MSI :  ,(103 340 сом),"Ноутбук Intel Core i7 1165G7, 16 ГБ, 512 Гб, 15.6 "", 1920х1080, Windows 10", //static.wbstatic.net/i/blank.gif
Acer :  ,(51 934 сом),"Ноутбук Intel Core i5 1035G1, 8, 15.6 "", 1920 x 1080, RAM", //static.wbstatic.net/i/blank.gif
Acer :  ,(40 288 сом),"Ноутбук AMD Ryzen 3 3250U 2.6ГГц, 8, 15"", 1920 x 1080, Windows 10 Pro", //static.wbstatic.net/i/blank.gif
MSI :  ,(72 878 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 14, 1920х1080, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(87 021 сом),"Ноутбук Intel Core i7 1165G7, 8 ГБ, 512 Гб, 14, 1920х1080, Windows 10", //static.wbstatic.net/i/blank.gif
Asus :  ,(42 417 сом),"Ноутбук Intel Pentium Gold 6805, 8 ГБ, 256 Гб, 14'', 1920 x 1080, NVIDIA GeForce MX130, Windos 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(68 923 сом),"Ноутбук Intel Core i5, 256 Гб, 14"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(68 923 сом),"Ноутбук Intel Core i5, 8 GB, 256 Гб, 14"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(83 869 сом),"Ноутбук Intel Core i5, 8 GB, 256 Гб, 13.3 "", 1920 x 1080", //static.wbstatic.net/i/blank.gif
THUNDEROBOT :  ,(87 056 сом),"Ноутбук Intel Core i5, 16GB, 512 GB, 15.6"", 1920 x 1080, Windows 10", //static.wbstatic.net/i/blank.gif
Asus :  ,(46 461 сом),"Ноутбук Intel Pentium Gold, 8 GB, 256 Гб, 14"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(111 884 сом),"Ноутбук 10300H, 8 GB, 512 GB, 17.3"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(76 772 сом),"Ноутбук Intel Core i3, 8 GB, 256 Гб, 13.3 "", 1920 ? 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(26 212 сом),"Ноутбук Intel Celeron N4020, 4 ГБ, 11.6"", 1366 x 768, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(70 301 сом),"Ноутбук AMD Ryzen 7 4700U, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080 (FHD), AMD Radeon Graphics, Без операционной системы", //static.wbstatic.net/i/blank.gif
Xiaomi :  ,(61 953 сом),"Ноутбук Core I5 8200Y, 256 Гб, 12.5"", 1920x1080, Windows 10 Home Single Language", //static.wbstatic.net/i/blank.gif
Xiaomi :  ,(96 147 сом),"Ноутбук Intel Core i5, 512 GB, 15.6"", 1920x1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
CHUWI :  ,(62 526 сом),"Ноутбук Intel Core i5-8259U, 8, 512, 14"", 2160 x 1440, Intel® Iris® Plus 655, до 1,2 МГц, Windows 10, Windos 10 Home, Windows 10 64-bit", //static.wbstatic.net/i/blank.gif
Asus :  ,(37 893 сом),"Ноутбук Intel Pentium, 4 ГБ, 128 GB, 15.6, 1366x768, NVIDIA GeForce® MX130, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(76 714 сом),"Ноутбук Intel Core i5-8265U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(45 566 сом),"Ноутбук Intel Core i3-10110U, 4, 1000 Гбайт, 14"", 1366x768, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(50 146 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(55 758 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(73 966 сом),"Ноутбук Intel Core i3-8145U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Asus :  ,(59 651 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(69 729 сом),"Ноутбук Intel Core i3-8145U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Asus :  ,(64 232 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Asus :  ,(57 247 сом),"Ноутбук Intel Core i3-8145U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(54 384 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(52 551 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(64 805 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(74 093 сом),"Ноутбук Intel Core i5-10210U, 8, 512 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(54 384 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(61 369 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Asus :  ,(55 758 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(57 934 сом),"Ноутбук Intel Core i3-10110U, 8, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Домашняя",//images.wbstatic.net/c246x328/new/37770000/37775674-1.jpg
Asus :  ,(52 551 сом),"Ноутбук Intel Core i3-10110U, 4, 1000 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Домашняя",//images.wbstatic.net/c246x328/new/37770000/37775675-1.jpg
Asus :  ,(77 416 сом),"Ноутбук Intel Core i5-10210U, 8, 512 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Pro",//images.wbstatic.net/c246x328/new/37770000/37775696-1.jpg
Asus :  ,(45 795 сом),"Ноутбук Intel Core i3 10110U, 8 ГБ, 1 TB, 128 Гб, 17.3"", 1600 x 900, Intel UHD Graphics, DOS",//images.wbstatic.net/c246x328/new/37860000/37860285-1.jpg
Asus :  ,(41 214 сом),"Ноутбук Intel Core i3 10110U, 8 ГБ, 256 Гб, 17.3"", 1600 x 900, Intel UHD Graphics, DOS",//images.wbstatic.net/c246x328/new/37860000/37863214-1.jpg
Asus :  ,(44 650 сом),"Ноутбук Intel Pentium Gold 6805, 8 ГБ, 256 Гб, 14"", 1366 x 768, NVIDIA GeForce MX130, Windos 10 Home",//images.wbstatic.net/c246x328/new/37860000/37864495-1.jpg
Asus :  ,(33 198 сом),"Ноутбук Intel Pentium Gold 5405U, 4 ГБ, 128 Гб, 15,6"", 1366 x 768, Intel UHD Graphics 610, Windos 10 Home",//images.wbstatic.net/c246x328/new/37860000/37866993-1.jpg
Asus :  ,(60 224 сом),"Ноутбук AMD Ryzen 5 4500U, 8 ГБ, 256 Гб, 15.6 "", 1920 x 1080, AMD Radeon Graphics, Без ОС",//images.wbstatic.net/c246x328/new/37860000/37867204-1.jpg
lenovo :  ,(47 192 сом),"Ноутбук Intel Core i3 1115G4, 4 ГБ, 256 Гб, 15.6 "", 1920 x 1080, Intel UHD Graphics, DOS",//images.wbstatic.net/c246x328/new/37870000/37870828-1.jpg
Asus :  ,(71 905 сом),"Ноутбук AMD Ryzen 5 4500U, 8 ГБ, 1000 Гб, 256 Гб, 15.6 "", 1920 x 1080, AMD Radeon Graphics, Windows 10",//images.wbstatic.net/c246x328/new/37870000/37872294-1.jpg
Asus :  ,(74 653 сом),"Ноутбук AMD Ryzen 5 4500U, 8 ГБ, 256 Гб, 15.6 "", 1920 x 1080, AMD Radeon Graphics, Windows 10",//images.wbstatic.net/c246x328/new/37870000/37872965-1.jpg
Asus :  ,(187 452 сом),"Ноутбук AMD Ryzen 7 5800HS, 32 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce RTX 3060, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37933738-1.jpg
Asus :  ,(183 444 сом),"Ноутбук Intel Core i7 11800H, 16 ГБ, 512 Гб, 16"", 2560х1600 WQXGA, NVIDIA GeForce RTX 3050 Ti, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37934941-1.jpg
Asus :  ,(199 820 сом),"Ноутбук Intel Core i7 11800H, 16 ГБ, 1024 Гб, 16"", 2560х1600 WQXGA, NVIDIA GeForce RTX 3060, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37935618-1.jpg
Asus :  ,(199 820 сом),"Ноутбук Intel Core i7 11800H, 16 ГБ, 1024 Гб, 16"", 2560х1600 WQXGA, NVIDIA GeForce RTX 3060, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37936066-1.jpg
Asus :  ,(184 704 сом),"Ноутбук AMD Ryzen 9 5900HS, 8 ГБ, 1024 Гб, 13.4'', 1920x1200 WUXGA, NVIDIA GeForce RTX 3050 Ti, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37938473-1.jpg
Asus :  ,(49 001 сом),"Ноутбук Intel Pentium N5030, 128 Гб, 14"", 1920 x 1080, Intel UHD Graphics 605, Windows 10",//images.wbstatic.net/c246x328/new/37940000/37940160-1.jpg
Asus :  ,(101 336 сом),"Ноутбук Intel Core i5 10300H, 16 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce GTX 1650, Windows 10",//images.wbstatic.net/c246x328/new/37940000/37941590-1.jpg
Asus :  ,(102 023 сом),"Ноутбук Intel Core i5 10300H, 16 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce GTX 1650 Ti, Windows 10",//images.wbstatic.net/c246x328/new/37940000/37943019-1.jpg
